customer_id,age,gender,income,city,location,education,banking_type,transactions_per_month,internet_usage_score,credit_score,satisfaction_score,age_group,income_level
3388.0,43.0,F,141913.0,Delhi,Urban,Non-Graduate,Online,26.0,8.0,467.0,6.0,36-50,High
3389.0,48.0,M,130540.0,Bhopal,Urban,Graduate,Online,36.0,15.0,781.0,1.0,36-50,High
3390.0,53.0,Female,43814.0,Ahmedabad,Rural,Post-Graduate,Online,50.0,5.0,437.0,3.0,51-65,Low
3391.0,36.0,Female,143527.0,Delhi,Urban,Graduate,Online,34.0,15.0,604.0,8.0,36-50,High
3392.0,65.0,Female,121101.0,Surat,Rural,Post-Graduate,Online,13.0,3.0,455.0,6.0,51-65,High
3393.0,62.0,female,20818.0,Kolkata,Urban,Non-Graduate,Online,33.0,5.0,471.0,7.0,51-65,Low
3394.0,53.0,female,28434.0,Ahmedabad,Urban,Post-Graduate,Online,41.0,5.0,582.0,2.0,51-65,Low
3395.0,47.0,male,141494.0,Hyderabad,Rural,Graduate,Online,58.0,5.0,374.0,5.0,36-50,High
3396.0,93.5,Male,76153.0,Lucknow,Urban,Graduate,Offline,46.0,7.0,535.0,4.0,65+,Medium
3397.0,66.0,Male,50571.0,Chennai,Urban,Non-Graduate,Online,4.0,8.0,761.0,2.0,65+,Low
3398.0,93.5,F,60694.0,Chennai,Urban,Graduate,Online,53.0,8.0,512.0,5.0,65+,Low
3399.0,50.0,Male,114426.0,Chennai,Urban,Non-Graduate,Online,36.0,2.0,595.0,1.0,36-50,High
3400.0,35.0,Female,138792.0,Jaipur,Urban,Graduate,Online,20.0,7.0,434.0,3.0,26-35,High
3401.0,69.0,Female,65485.0,Mumbai,Urban,Non-Graduate,Online,29.0,4.0,506.0,6.0,65+,Medium
3402.0,66.0,male,32069.0,Chennai,Urban,Graduate,Online,15.0,4.0,656.0,4.0,65+,Low
3403.0,45.0,female,77198.0,Chennai,Urban,Graduate,Online,54.0,9.0,805.0,5.0,36-50,Medium
3404.0,64.0,Female,118316.0,Patna,Rural,Non-Graduate,Online,15.0,7.0,850.0,0.0,51-65,High
3405.0,28.0,Female,58662.0,Chennai,Urban,Non-Graduate,Online,13.0,5.0,836.0,4.0,26-35,Low
3406.0,43.0,female,108970.0,Delhi,Rural,Non-Graduate,Online,29.0,5.0,711.0,9.0,36-50,High
3407.0,62.0,M,72169.0,Pune,Rural,Non-Graduate,Online,14.0,7.0,811.0,4.0,51-65,Medium
3408.0,50.0,female,92928.0,Hyderabad,Rural,Non-Graduate,Online,29.0,9.0,379.0,4.0,36-50,Medium
3409.0,34.0,Female,36102.0,Jaipur,Urban,Non-Graduate,Online,29.0,6.0,753.0,3.0,26-35,Low
3410.0,23.0,F,53457.0,Kolkata,Urban,Non-Graduate,Offline,22.0,5.0,442.0,2.0,18-25,Low
3411.0,21.0,male,107798.0,Mumbai,Rural,Non-Graduate,Online,1.0,7.0,557.0,8.0,18-25,High
3412.0,37.0,female,72290.0,Surat,Rural,Non-Graduate,Online,1.0,4.0,889.0,0.0,36-50,Medium
3413.0,65.0,M,142664.0,Delhi,Urban,Post-Graduate,Offline,31.0,9.0,414.0,3.0,51-65,High
3414.0,64.0,F,31932.0,Pune,Urban,Graduate,Online,55.0,8.0,541.0,0.0,51-65,Low
3415.0,44.0,female,143556.0,Indore,Urban,Non-Graduate,Online,33.0,9.0,877.0,6.0,36-50,High
3416.0,32.0,F,31766.0,Ahmedabad,Rural,Graduate,Offline,47.0,5.0,726.0,2.0,26-35,Low
3417.0,23.0,female,108247.0,Unknown,Urban,Non-Graduate,Online,1.0,15.0,711.0,8.0,18-25,High
3418.0,64.0,F,33292.0,Bhopal,Rural,Non-Graduate,Offline,38.0,1.0,718.0,9.0,51-65,Low
3419.0,31.0,Female,106223.0,Ahmedabad,Rural,Non-Graduate,Online,24.0,8.0,315.0,5.0,26-35,Medium
3420.0,28.0,Male,67631.0,Kolkata,Urban,Non-Graduate,Offline,39.0,8.0,593.0,9.0,26-35,Medium
3421.0,56.0,F,111435.0,Delhi,Urban,Non-Graduate,Online,22.0,7.0,533.0,1.0,51-65,High
3422.0,26.0,Female,145745.0,Chennai,Urban,Non-Graduate,Online,-10.0,7.0,729.0,8.0,26-35,High
3423.0,43.0,Male,135690.0,Patna,Urban,Non-Graduate,Online,23.0,5.0,560.0,2.0,36-50,High
3424.0,33.0,Female,92944.0,Indore,Urban,Non-Graduate,Online,2.0,8.0,473.0,5.0,26-35,Medium
3425.0,22.0,Male,96230.0,Ahmedabad,Rural,Graduate,Online,22.0,3.0,504.0,8.0,18-25,Medium
3426.0,69.0,F,126446.0,Patna,Urban,Graduate,Online,9.0,15.0,546.0,1.0,65+,High
3427.0,27.0,male,54533.0,Patna,Urban,Non-Graduate,Online,4.0,5.0,301.0,1.0,26-35,Low
3428.0,67.0,male,100773.0,Pune,Urban,Non-Graduate,Online,50.0,5.0,892.0,0.0,65+,Medium
3429.0,20.0,Female,144433.0,Indore,Rural,Non-Graduate,Online,25.0,5.0,669.0,9.0,18-25,High
3430.0,30.0,F,25778.0,Pune,Rural,Graduate,Online,15.0,9.0,899.0,5.0,26-35,Low
3431.0,60.0,Male,55059.0,Lucknow,Urban,Non-Graduate,Online,24.0,15.0,701.0,3.0,51-65,Low
3432.0,66.0,male,142418.0,Indore,Rural,Post-Graduate,Online,40.0,8.0,563.0,1.0,65+,High
3433.0,47.0,female,112097.0,Mumbai,Rural,Non-Graduate,Offline,7.0,9.0,839.0,0.0,36-50,High
3434.0,43.0,M,24866.0,Kolkata,Urban,Graduate,Offline,8.0,8.0,381.0,8.0,36-50,Low
3435.0,62.0,F,93965.0,Pune,Rural,Non-Graduate,Online,27.0,6.0,627.0,4.0,51-65,Medium
3436.0,23.0,Female,80661.0,Chennai,Urban,Graduate,Online,27.0,7.0,613.0,1.0,18-25,Medium
3437.0,34.0,Female,63352.0,Surat,Urban,Non-Graduate,Online,45.0,6.0,746.0,9.0,26-35,Low
3438.0,62.0,female,130051.0,Kolkata,Urban,Non-Graduate,Online,35.0,2.0,718.0,2.0,51-65,High
3439.0,68.0,female,108373.0,Bangalore,Urban,Post-Graduate,Online,-10.0,1.0,336.0,0.0,65+,High
3440.0,43.0,F,70736.0,Delhi,Urban,Non-Graduate,Online,38.0,1.0,490.0,0.0,36-50,Medium
3441.0,36.0,M,54075.0,Unknown,Rural,Post-Graduate,Online,30.0,7.0,484.0,1.0,36-50,Low
3442.0,59.0,male,120389.0,Bangalore,Urban,Non-Graduate,Online,39.0,8.0,807.0,1.0,51-65,High
3443.0,52.0,M,111931.0,Surat,Urban,Graduate,Online,29.0,1.0,663.0,2.0,51-65,High
3444.0,63.0,Female,101951.0,Unknown,Urban,Non-Graduate,Online,5.0,1.0,575.0,9.0,51-65,Medium
3445.0,43.0,Male,117522.0,Patna,Rural,Non-Graduate,Offline,18.0,7.0,623.0,8.0,36-50,High
3446.0,68.0,Male,44104.0,Pune,Rural,Post-Graduate,Offline,15.0,15.0,568.0,4.0,65+,Low
3447.0,22.0,female,85827.0,Hyderabad,Urban,Post-Graduate,Online,26.0,5.0,659.0,2.0,18-25,Medium
3448.0,46.0,male,89222.0,Nagpur,Urban,Post-Graduate,Offline,55.0,9.0,778.0,0.0,36-50,Medium
3449.0,54.0,M,130883.0,Bhopal,Urban,Graduate,Online,59.0,9.0,482.0,9.0,51-65,High
3450.0,37.0,female,21642.0,Surat,Urban,Post-Graduate,Online,2.0,7.0,597.0,8.0,36-50,Low
3451.0,66.0,F,117013.0,Kolkata,Urban,Graduate,Online,31.0,7.0,638.0,0.0,65+,High
3452.0,38.0,female,82845.0,Bhopal,Urban,Post-Graduate,Online,25.0,2.0,837.0,5.0,36-50,Medium
3453.0,27.0,F,109686.0,Jaipur,Urban,Non-Graduate,Online,-10.0,2.0,748.0,5.0,26-35,High
3454.0,22.0,F,28769.0,Lucknow,Urban,Non-Graduate,Offline,25.0,5.0,887.0,5.0,18-25,Low
3455.0,53.0,Female,115369.0,Pune,Urban,Non-Graduate,Online,32.0,15.0,413.0,5.0,51-65,High
3456.0,23.0,Female,89445.0,Delhi,Rural,Non-Graduate,Online,58.0,1.0,373.0,0.0,18-25,Medium
3457.0,43.0,F,70375.0,Chennai,Urban,Non-Graduate,Online,22.0,7.0,645.0,2.0,36-50,Medium
3458.0,21.0,male,52078.0,Unknown,Rural,Post-Graduate,Online,52.0,5.0,788.0,5.0,18-25,Low
3459.0,56.0,Female,32268.0,Lucknow,Rural,Post-Graduate,Online,10.0,1.0,339.0,3.0,51-65,Low
3460.0,56.0,Female,30844.0,Chennai,Urban,Graduate,Offline,-10.0,7.0,582.0,8.0,51-65,Low
3461.0,67.0,Male,94174.0,Chennai,Rural,Non-Graduate,Online,36.0,7.0,364.0,8.0,65+,Medium
3462.0,52.0,female,80763.0,Patna,Rural,Non-Graduate,Online,12.0,5.0,611.0,7.0,51-65,Medium
3463.0,18.0,Male,122677.0,Chennai,Rural,Graduate,Online,21.0,3.0,480.0,9.0,,High
3464.0,41.0,male,31233.0,Delhi,Urban,Non-Graduate,Online,15.0,3.0,569.0,7.0,36-50,Low
3465.0,53.0,Female,137267.0,Unknown,Urban,Graduate,Offline,11.0,4.0,510.0,5.0,51-65,High
3466.0,23.0,Female,50496.0,Kolkata,Urban,Non-Graduate,Online,46.0,7.0,348.0,3.0,18-25,Low
3467.0,58.0,Female,37806.0,Surat,Urban,Post-Graduate,Offline,7.0,7.0,441.0,1.0,51-65,Low
3468.0,43.0,M,60326.0,Nagpur,Rural,Post-Graduate,Offline,24.0,15.0,486.0,3.0,36-50,Low
3469.0,63.0,male,98807.0,Pune,Urban,Non-Graduate,Online,30.0,8.0,432.0,2.0,51-65,Medium
3470.0,61.0,Female,59513.0,Jaipur,Rural,Non-Graduate,Online,14.0,9.0,394.0,6.0,51-65,Low
3471.0,48.0,female,71761.0,Indore,Urban,Non-Graduate,Online,58.0,5.0,331.0,5.0,36-50,Medium
3472.0,37.0,female,39465.0,Bangalore,Urban,Non-Graduate,Online,40.0,5.0,360.0,5.0,36-50,Low
3473.0,41.0,Female,59502.0,Surat,Urban,Non-Graduate,Online,46.0,15.0,844.0,0.0,36-50,Low
3474.0,42.0,female,99396.0,Pune,Rural,Graduate,Online,55.0,8.0,762.0,9.0,36-50,Medium
3475.0,53.0,Female,28250.0,Bangalore,Rural,Post-Graduate,Online,6.0,1.0,442.0,8.0,51-65,Low
3476.0,38.0,male,80503.0,Unknown,Rural,Non-Graduate,Offline,50.0,15.0,558.0,5.0,36-50,Medium
3477.0,47.0,Female,126954.0,Surat,Urban,Non-Graduate,Online,46.0,2.0,611.0,2.0,36-50,High
3478.0,41.0,Female,134791.0,Pune,Urban,Post-Graduate,Online,8.0,8.0,361.0,5.0,36-50,High
3479.0,61.0,M,41310.0,Chennai,Urban,Non-Graduate,Online,36.0,8.0,660.0,6.0,51-65,Low
3480.0,59.0,M,143668.0,Pune,Rural,Post-Graduate,Online,56.0,9.0,627.0,5.0,51-65,High
3481.0,47.0,Male,149127.0,Ahmedabad,Urban,Non-Graduate,Online,12.0,7.0,382.0,5.0,36-50,High
3482.0,39.0,male,135429.0,Bhopal,Urban,Non-Graduate,Online,5.0,8.0,739.0,4.0,36-50,High
3483.0,45.0,male,113518.0,Delhi,Urban,Graduate,Offline,13.0,2.0,688.0,8.0,36-50,High
3484.0,24.0,M,52206.0,Chennai,Rural,Graduate,Offline,19.0,8.0,792.0,8.0,18-25,Low
3485.0,52.0,F,29764.0,Patna,Rural,Post-Graduate,Online,22.0,3.0,773.0,8.0,51-65,Low
3486.0,93.5,F,75596.0,Surat,Rural,Graduate,Online,12.0,5.0,596.0,5.0,65+,Medium
3487.0,45.0,Male,129197.0,Jaipur,Rural,Non-Graduate,Online,32.0,4.0,487.0,6.0,36-50,High
3488.0,31.0,F,32842.0,Jaipur,Urban,Non-Graduate,Online,50.0,7.0,605.0,3.0,26-35,Low
3489.0,-5.0,F,123027.0,Jaipur,Urban,Graduate,Online,38.0,7.0,362.0,6.0,,High
3490.0,27.0,F,129908.0,Chennai,Rural,Graduate,Online,-10.0,6.0,364.0,3.0,26-35,High
3491.0,33.0,Female,109579.0,Bhopal,Urban,Non-Graduate,Online,38.0,1.0,518.0,8.0,26-35,High
3492.0,33.0,Male,123507.0,Lucknow,Rural,Graduate,Offline,17.0,9.0,829.0,9.0,26-35,High
3493.0,43.0,M,22976.0,Ahmedabad,Rural,Graduate,Online,26.0,3.0,317.0,0.0,36-50,Low
3494.0,48.0,F,27426.0,Unknown,Urban,Non-Graduate,Offline,16.0,5.0,886.0,5.0,36-50,Low
3495.0,59.0,female,42887.0,Kolkata,Rural,Graduate,Online,12.0,4.0,881.0,9.0,51-65,Low
3496.0,42.0,Female,46710.0,Patna,Rural,Non-Graduate,Online,37.0,2.0,478.0,8.0,36-50,Low
3497.0,30.0,Female,61387.0,Mumbai,Rural,Non-Graduate,Online,46.0,5.0,520.0,0.0,26-35,Low
3498.0,23.0,F,67470.0,Chennai,Urban,Non-Graduate,Online,16.0,6.0,847.0,8.0,18-25,Medium
3499.0,61.0,Female,26486.0,Pune,Urban,Graduate,Online,5.0,15.0,845.0,0.0,51-65,Low
3500.0,26.0,Female,59258.0,Jaipur,Rural,Post-Graduate,Online,8.0,6.0,570.0,2.0,26-35,Low
3501.0,62.0,Female,132418.0,Kolkata,Rural,Post-Graduate,Online,7.0,15.0,421.0,8.0,51-65,High
3502.0,53.0,Male,136632.0,Lucknow,Rural,Non-Graduate,Online,57.0,1.0,780.0,5.0,51-65,High
3503.0,-5.0,female,42623.0,Pune,Rural,Post-Graduate,Online,27.0,4.0,694.0,0.0,,Low
3504.0,60.0,female,43806.0,Delhi,Rural,Non-Graduate,Offline,26.0,5.0,597.0,6.0,51-65,Low
3505.0,37.0,female,25973.0,Unknown,Urban,Non-Graduate,Online,13.0,4.0,785.0,9.0,36-50,Low
3506.0,35.0,F,66215.0,Nagpur,Urban,Non-Graduate,Offline,35.0,3.0,805.0,2.0,26-35,Medium
3507.0,60.0,Female,144151.0,Chennai,Rural,Non-Graduate,Online,46.0,7.0,490.0,5.0,51-65,High
3508.0,38.0,female,134162.0,Surat,Urban,Non-Graduate,Online,17.0,4.0,457.0,1.0,36-50,High
3509.0,21.0,Female,65939.0,Unknown,Urban,Graduate,Offline,7.0,7.0,796.0,2.0,18-25,Medium
3510.0,67.0,Female,134621.0,Bangalore,Urban,Non-Graduate,Online,9.0,3.0,670.0,2.0,65+,High
3511.0,50.0,male,49157.0,Mumbai,Rural,Graduate,Offline,42.0,4.0,549.0,8.0,36-50,Low
3512.0,44.0,male,25521.0,Mumbai,Rural,Graduate,Online,10.0,3.0,613.0,0.0,36-50,Low
3513.0,24.0,Female,32891.0,Surat,Urban,Post-Graduate,Offline,55.0,4.0,747.0,7.0,18-25,Low
3514.0,23.0,F,102331.0,Mumbai,Urban,Graduate,Online,45.0,5.0,414.0,2.0,18-25,Medium
3515.0,32.0,F,42474.0,Mumbai,Urban,Non-Graduate,Online,-10.0,4.0,676.0,2.0,26-35,Low
3516.0,35.0,Male,46507.0,Hyderabad,Urban,Graduate,Online,42.0,4.0,384.0,9.0,26-35,Low
3517.0,49.0,Male,30687.0,Bhopal,Rural,Graduate,Online,55.0,3.0,705.0,2.0,36-50,Low
3518.0,-5.0,female,118550.0,Nagpur,Rural,Post-Graduate,Offline,58.0,15.0,668.0,9.0,,High
3519.0,28.0,M,31009.0,Hyderabad,Urban,Graduate,Online,38.0,6.0,506.0,6.0,26-35,Low
3520.0,37.0,Female,108762.0,Lucknow,Rural,Non-Graduate,Online,53.0,5.0,640.0,0.0,36-50,High
3521.0,41.0,Male,108484.0,Indore,Rural,Non-Graduate,Online,14.0,6.0,852.0,1.0,36-50,High
3522.0,32.0,F,120475.0,Chennai,Urban,Graduate,Online,37.0,7.0,802.0,5.0,26-35,High
3523.0,65.0,Female,64291.0,Lucknow,Rural,Non-Graduate,Offline,13.0,4.0,427.0,6.0,51-65,Medium
3524.0,24.0,M,68296.0,Bhopal,Rural,Non-Graduate,Offline,8.0,15.0,747.0,1.0,18-25,Medium
3525.0,38.0,Male,133580.0,Bangalore,Rural,Post-Graduate,Offline,41.0,9.0,433.0,0.0,36-50,High
3526.0,59.0,Female,145804.0,Nagpur,Urban,Non-Graduate,Online,52.0,1.0,556.0,6.0,51-65,High
3527.0,43.0,male,141966.0,Chennai,Urban,Non-Graduate,Online,10.0,8.0,314.0,1.0,36-50,High
3528.0,61.0,Male,60225.0,Lucknow,Rural,Non-Graduate,Online,33.0,2.0,700.0,6.0,51-65,Low
3529.0,-5.0,Male,107638.0,Indore,Urban,Non-Graduate,Online,37.0,3.0,613.0,5.0,,High
3530.0,31.0,Female,54828.0,Chennai,Urban,Graduate,Online,20.0,2.0,626.0,3.0,26-35,Low
3531.0,54.0,F,56102.0,Chennai,Rural,Non-Graduate,Online,4.0,5.0,403.0,6.0,51-65,Low
3532.0,38.0,female,131391.0,Surat,Urban,Non-Graduate,Online,1.0,6.0,811.0,3.0,36-50,High
3533.0,35.0,Female,76342.0,Chennai,Urban,Post-Graduate,Online,51.0,5.0,494.0,5.0,26-35,Medium
3534.0,22.0,female,53712.0,Surat,Urban,Non-Graduate,Online,19.0,7.0,397.0,6.0,18-25,Low
3535.0,20.0,Male,46823.0,Chennai,Urban,Graduate,Online,24.0,9.0,894.0,0.0,18-25,Low
3536.0,40.0,F,25361.0,Lucknow,Urban,Non-Graduate,Online,-10.0,7.0,585.0,6.0,36-50,Low
3537.0,43.0,M,111374.0,Chennai,Urban,Non-Graduate,Online,54.0,15.0,797.0,7.0,36-50,High
3538.0,54.0,Male,100174.0,Lucknow,Rural,Post-Graduate,Online,54.0,9.0,509.0,6.0,51-65,Medium
3539.0,41.0,Female,58052.0,Lucknow,Rural,Non-Graduate,Online,47.0,5.0,770.0,6.0,36-50,Low
3540.0,66.0,M,43265.0,Surat,Rural,Non-Graduate,Offline,11.0,3.0,526.0,6.0,65+,Low
3541.0,36.0,male,110287.0,Chennai,Urban,Non-Graduate,Online,22.0,3.0,500.0,9.0,36-50,High
3542.0,68.0,M,62012.0,Jaipur,Urban,Graduate,Online,56.0,4.0,364.0,7.0,65+,Low
3543.0,42.0,Female,30916.0,Nagpur,Urban,Non-Graduate,Online,37.0,2.0,778.0,8.0,36-50,Low
3544.0,38.0,Female,145462.0,Kolkata,Urban,Non-Graduate,Online,3.0,3.0,313.0,2.0,36-50,High
3545.0,29.0,M,95045.0,Delhi,Urban,Non-Graduate,Online,17.0,15.0,647.0,3.0,26-35,Medium
3546.0,58.0,Female,65532.0,Hyderabad,Rural,Non-Graduate,Online,48.0,9.0,410.0,2.0,51-65,Medium
3547.0,50.0,Female,116638.0,Unknown,Urban,Post-Graduate,Online,29.0,9.0,847.0,0.0,36-50,High
3548.0,67.0,Male,67659.0,Indore,Urban,Non-Graduate,Offline,40.0,8.0,771.0,5.0,65+,Medium
3549.0,43.0,Female,109860.0,Ahmedabad,Urban,Post-Graduate,Online,58.0,2.0,839.0,8.0,36-50,High
3550.0,21.0,F,34003.0,Pune,Urban,Non-Graduate,Online,20.0,9.0,559.0,5.0,18-25,Low
3551.0,59.0,male,113479.0,Ahmedabad,Rural,Graduate,Online,35.0,5.0,880.0,2.0,51-65,High
3552.0,24.0,Female,62634.0,Delhi,Rural,Graduate,Online,44.0,8.0,779.0,2.0,18-25,Low
3553.0,39.0,F,118637.0,Ahmedabad,Rural,Non-Graduate,Online,40.0,6.0,444.0,5.0,36-50,High
3554.0,93.5,F,115479.0,Bangalore,Urban,Non-Graduate,Online,15.0,2.0,675.0,2.0,65+,High
3555.0,50.0,F,94992.0,Bhopal,Rural,Non-Graduate,Online,11.0,1.0,677.0,4.0,36-50,Medium
3556.0,34.0,Female,31369.0,Kolkata,Rural,Graduate,Online,13.0,4.0,720.0,5.0,26-35,Low
3557.0,41.0,Female,39329.0,Hyderabad,Urban,Non-Graduate,Online,26.0,4.0,745.0,5.0,36-50,Low
3558.0,51.0,Female,98754.0,Surat,Urban,Graduate,Offline,23.0,7.0,773.0,6.0,51-65,Medium
3559.0,45.0,male,106700.0,Unknown,Urban,Non-Graduate,Online,40.0,2.0,413.0,7.0,36-50,Medium
3560.0,60.0,Female,122960.0,Kolkata,Rural,Non-Graduate,Online,13.0,4.0,519.0,8.0,51-65,High
3561.0,58.0,female,32410.0,Nagpur,Urban,Non-Graduate,Online,48.0,5.0,711.0,5.0,51-65,Low
3562.0,56.0,Female,49730.0,Mumbai,Rural,Post-Graduate,Online,50.0,15.0,480.0,3.0,51-65,Low
3563.0,39.0,Female,22665.0,Bhopal,Urban,Non-Graduate,Online,16.0,1.0,453.0,5.0,36-50,Low
3564.0,66.0,Female,59899.0,Chennai,Urban,Non-Graduate,Online,45.0,7.0,385.0,1.0,65+,Low
3565.0,34.0,Male,57703.0,Patna,Rural,Non-Graduate,Online,14.0,15.0,526.0,7.0,26-35,Low
3566.0,51.0,male,85951.0,Chennai,Rural,Non-Graduate,Online,40.0,3.0,327.0,8.0,51-65,Medium
3567.0,23.0,female,119011.0,Patna,Urban,Non-Graduate,Offline,-10.0,8.0,683.0,6.0,18-25,High
3568.0,63.0,Female,44172.0,Nagpur,Urban,Non-Graduate,Online,52.0,1.0,833.0,6.0,51-65,Low
3569.0,23.0,male,22684.0,Chennai,Urban,Non-Graduate,Online,34.0,1.0,637.0,9.0,18-25,Low
3570.0,51.0,M,93030.0,Pune,Urban,Non-Graduate,Offline,52.0,9.0,672.0,7.0,51-65,Medium
3571.0,18.0,Male,39750.0,Patna,Rural,Non-Graduate,Online,40.0,5.0,368.0,8.0,,Low
3572.0,27.0,Female,39887.0,Patna,Rural,Non-Graduate,Online,29.0,15.0,552.0,6.0,26-35,Low
3573.0,38.0,Female,40826.0,Bhopal,Urban,Non-Graduate,Offline,28.0,4.0,822.0,5.0,36-50,Low
3574.0,22.0,female,26180.0,Chennai,Urban,Non-Graduate,Online,27.0,4.0,515.0,7.0,18-25,Low
3575.0,19.0,Male,66779.0,Bangalore,Urban,Post-Graduate,Online,38.0,8.0,742.0,4.0,18-25,Medium
3576.0,39.0,female,88095.0,Nagpur,Urban,Post-Graduate,Online,13.0,9.0,472.0,5.0,36-50,Medium
3577.0,65.0,Female,82288.0,Chennai,Urban,Graduate,Online,3.0,7.0,827.0,5.0,51-65,Medium
3578.0,19.0,Female,60905.0,Chennai,Rural,Post-Graduate,Online,39.0,8.0,462.0,6.0,18-25,Low
3579.0,27.0,Male,89507.0,Bhopal,Rural,Non-Graduate,Online,38.0,2.0,490.0,9.0,26-35,Medium
3580.0,51.0,M,147510.0,Hyderabad,Urban,Non-Graduate,Online,5.0,5.0,815.0,2.0,51-65,High
3581.0,33.0,male,121261.0,Bhopal,Rural,Post-Graduate,Online,59.0,7.0,847.0,7.0,26-35,High
3582.0,65.0,Male,76068.0,Delhi,Urban,Non-Graduate,Online,16.0,4.0,637.0,5.0,51-65,Medium
3583.0,68.0,F,38113.0,Kolkata,Rural,Non-Graduate,Online,31.0,8.0,788.0,5.0,65+,Low
3584.0,56.0,Female,62861.0,Chennai,Rural,Non-Graduate,Online,22.0,5.0,648.0,2.0,51-65,Low
3585.0,39.0,M,98487.0,Bhopal,Urban,Non-Graduate,Online,3.0,8.0,501.0,2.0,36-50,Medium
3586.0,29.0,Female,45617.0,Chennai,Urban,Non-Graduate,Online,5.0,5.0,565.0,2.0,26-35,Low
3587.0,41.0,F,118330.0,Surat,Urban,Non-Graduate,Online,3.0,2.0,819.0,8.0,36-50,High
3588.0,64.0,M,22583.0,Mumbai,Urban,Non-Graduate,Online,15.0,9.0,614.0,3.0,51-65,Low
3589.0,57.0,Female,111164.0,Jaipur,Urban,Graduate,Online,34.0,6.0,555.0,6.0,51-65,High
3590.0,55.0,F,46250.0,Kolkata,Urban,Non-Graduate,Offline,15.0,15.0,540.0,7.0,51-65,Low
3591.0,27.0,F,23055.0,Ahmedabad,Rural,Non-Graduate,Online,27.0,5.0,702.0,6.0,26-35,Low
3592.0,52.0,Female,92337.0,Lucknow,Rural,Graduate,Offline,13.0,9.0,898.0,7.0,51-65,Medium
3593.0,68.0,Female,54426.0,Lucknow,Rural,Non-Graduate,Online,34.0,3.0,538.0,4.0,65+,Low
3594.0,66.0,female,147615.0,Unknown,Urban,Non-Graduate,Online,18.0,5.0,557.0,8.0,65+,High
3595.0,49.0,Male,122255.0,Kolkata,Urban,Non-Graduate,Online,10.0,5.0,487.0,5.0,36-50,High
3596.0,24.0,Male,80532.0,Unknown,Rural,Non-Graduate,Online,32.0,8.0,314.0,1.0,18-25,Medium
3597.0,38.0,M,125603.0,Patna,Rural,Graduate,Online,4.0,9.0,398.0,0.0,36-50,High
3598.0,37.0,male,109376.0,Indore,Urban,Graduate,Online,2.0,9.0,667.0,4.0,36-50,High
3599.0,43.0,Female,29933.0,Lucknow,Rural,Graduate,Online,30.0,5.0,422.0,1.0,36-50,Low
3600.0,21.0,female,51979.0,Jaipur,Rural,Non-Graduate,Online,52.0,2.0,683.0,6.0,18-25,Low
3601.0,63.0,Male,65047.0,Nagpur,Urban,Graduate,Online,31.0,5.0,562.0,6.0,51-65,Medium
3602.0,69.0,Male,24137.0,Surat,Rural,Post-Graduate,Online,57.0,6.0,488.0,3.0,65+,Low
3603.0,39.0,female,31423.0,Bangalore,Rural,Graduate,Online,46.0,4.0,590.0,5.0,36-50,Low
3604.0,32.0,Female,109851.0,Surat,Urban,Graduate,Online,3.0,9.0,880.0,6.0,26-35,High
3605.0,-5.0,female,54482.0,Chennai,Rural,Non-Graduate,Online,44.0,8.0,476.0,0.0,,Low
3606.0,57.0,Male,64156.0,Bangalore,Urban,Non-Graduate,Online,5.0,6.0,301.0,7.0,51-65,Medium
3607.0,38.0,male,72483.0,Pune,Urban,Non-Graduate,Online,34.0,2.0,461.0,4.0,36-50,Medium
3608.0,32.0,Female,121651.0,Delhi,Urban,Non-Graduate,Offline,14.0,3.0,791.0,7.0,26-35,High
3609.0,39.0,F,149236.0,Delhi,Rural,Post-Graduate,Online,-10.0,2.0,846.0,5.0,36-50,High
3610.0,69.0,female,54754.0,Unknown,Urban,Non-Graduate,Online,55.0,6.0,599.0,5.0,65+,Low
3611.0,45.0,F,56312.0,Kolkata,Rural,Non-Graduate,Offline,58.0,4.0,533.0,1.0,36-50,Low
3612.0,31.0,Female,43363.0,Chennai,Rural,Post-Graduate,Online,37.0,1.0,434.0,9.0,26-35,Low
3613.0,44.0,Female,37085.0,Chennai,Rural,Non-Graduate,Online,7.0,9.0,594.0,5.0,36-50,Low
3614.0,58.0,Female,76889.0,Lucknow,Urban,Post-Graduate,Online,15.0,6.0,640.0,3.0,51-65,Medium
3615.0,57.0,M,127950.0,Kolkata,Urban,Non-Graduate,Online,19.0,2.0,804.0,6.0,51-65,High
3616.0,45.0,female,122090.0,Hyderabad,Urban,Graduate,Online,54.0,3.0,542.0,9.0,36-50,High
3617.0,43.0,Female,99951.0,Indore,Urban,Graduate,Offline,19.0,8.0,397.0,2.0,36-50,Medium
3618.0,66.0,male,149978.0,Chennai,Urban,Non-Graduate,Online,17.0,9.0,559.0,3.0,65+,High
3619.0,19.0,male,148227.0,Chennai,Urban,Post-Graduate,Online,48.0,9.0,383.0,7.0,18-25,High
3620.0,42.0,F,149925.0,Chennai,Urban,Non-Graduate,Online,40.0,5.0,830.0,5.0,36-50,High
3621.0,-5.0,F,76414.0,Unknown,Rural,Graduate,Offline,13.0,4.0,420.0,7.0,,Medium
3622.0,20.0,Female,137159.0,Nagpur,Urban,Non-Graduate,Online,57.0,5.0,342.0,7.0,18-25,High
3623.0,25.0,F,67052.0,Delhi,Urban,Non-Graduate,Online,21.0,1.0,363.0,9.0,18-25,Medium
