Customer_ID,Age,Gender,Income,City,Location,Education,Banking_Type,Transactions_Per_Month,Internet_Usage_Score,Credit_Score,Satisfaction_Score
2909,59,female,22042,Unknown,rural,Post-Graduate,Online,51,8,782,7
2910,55,female,38565,Hyderabad,Rural,Post-Graduate,Offline,11,,747,6
2911,35,,67602,,rural,,,12,15,584,9
2912,62,M,57260,Chennai,Urban,Post-Graduate,Offline,49,4,632,4
2913,52,,56326,Lucknow,Rural,,Offline,47,15,383,7
2914,47,female,62581,Indore,urban,,Online,28,2,557,4
2915,41,M,23658,Ahmedabad,rural,Non-Graduate,Online,55,3,567,3
2916,59,male,101855,Unknown,Urban,Non-Graduate,Online,26,,629,6
2917,47,,104614,Lucknow,Urban,Non-Graduate,Online,34,9,591,0
2918,31,F,122188,Jaipur,Rural,,Online,56,,690,0
2919,23,female,57548,,urban,Non-Graduate,Offline,1,2,573,5
2920,20,Female,39668,Lucknow,Rural,,Offline,6,8,871,0
2921,33,male,124256,Lucknow,,,Offline,33,,731,
2922,24,M,60285,Hyderabad,Urban,,Offline,47,1,400,0
2923,69,,42546,Surat,,Graduate,,24,4,878,8
2924,31,F,57874,Pune,,Graduate,Offline,34,3,693,
2925,26,Male,71318,Mumbai,rural,,Online,8,,431,2
2926,32,F,146766,,,,Offline,16,2,425,4
2927,38,F,57165,,Urban,,Online,16,3,324,8
2928,52,female,114434,Lucknow,Urban,Non-Graduate,Online,16,3,488,1
2929,19,female,82970,Chennai,urban,Post-Graduate,Offline,52,9,368,
2930,44,,76820,Kolkata,Rural,,Offline,51,3,752,3
2931,19,,115443,Unknown,urban,,,34,9,346,7
2932,52,M,65411,Delhi,urban,Graduate,Online,20,4,582,2
2933,35,,114908,Jaipur,Rural,Non-Graduate,Offline,14,1,882,7
2934,31,M,100358,Ahmedabad,Urban,Post-Graduate,Offline,58,8,860,6
2935,37,female,105312,Pune,rural,Graduate,,59,,616,7
2936,35,female,117942,Ahmedabad,,Graduate,,26,5,642,8
2937,27,Female,95998,Nagpur,rural,Graduate,Online,2,2,755,6
2938,42,Female,56479,Pune,,,Online,19,9,713,6
2939,19,male,140567,Ahmedabad,Rural,,,-10,7,699,0
2940,42,female,119890,Ahmedabad,Rural,,,2,6,647,7
2941,,Male,127710,,urban,Post-Graduate,Online,50,2,492,2
2942,50,Female,59906,Jaipur,Rural,Graduate,,26,6,745,3
2943,53,M,149523,Delhi,,,Offline,25,7,593,
2944,48,F,93198,Mumbai,rural,Post-Graduate,Offline,49,5,770,1
2945,31,,92940,Indore,rural,,Offline,19,5,554,8
2946,18,,131637,Nagpur,rural,,Online,,4,392,3
2947,63,male,62605,Mumbai,rural,,Offline,46,,870,3
2948,33,Female,29542,Kolkata,urban,Non-Graduate,Online,49,1,446,0
2949,,F,101440,Nagpur,rural,Graduate,,48,,564,1
2950,63,F,47774,Chennai,,,Online,51,7,384,6
2951,69,Female,28556,Lucknow,urban,Graduate,Offline,17,3,356,3
2952,20,Male,138627,Bhopal,urban,Post-Graduate,Online,30,5,679,0
2953,52,Male,66123,Patna,urban,Non-Graduate,Offline,12,8,504,4
2954,58,male,98342,Nagpur,Rural,Post-Graduate,Online,57,2,480,1
2955,23,Male,137887,,urban,,Online,21,4,736,2
2956,42,male,62586,Patna,,,,36,9,636,1
2957,30,M,146081,Delhi,rural,,,40,15,874,6
2958,,Female,34864,Unknown,Rural,Graduate,,28,2,457,9
2959,51,F,115552,Indore,rural,Post-Graduate,Offline,33,8,495,0
2960,25,male,149209,Ahmedabad,Urban,,Online,46,9,815,9
2961,38,,78989,Hyderabad,Rural,,,9,3,464,7
2962,51,Male,76093,Delhi,,,Online,18,5,850,
2963,21,,53749,,Rural,Post-Graduate,,24,4,335,
2964,42,male,79739,Kolkata,urban,Graduate,,32,,769,6
2965,32,female,62996,Pune,Rural,Non-Graduate,,23,,808,1
2966,21,male,121856,Pune,urban,,,58,8,315,3
2967,62,Male,37305,Delhi,rural,Post-Graduate,,12,8,547,7
2968,29,female,97474,Nagpur,Rural,,,34,15,689,5
2969,49,female,36318,Ahmedabad,Rural,Non-Graduate,,58,5,539,9
2970,49,Male,72810,Lucknow,,Non-Graduate,Online,26,5,421,7
2971,45,female,146662,Jaipur,Urban,Graduate,Online,6,1,414,3
2972,30,Female,105915,Pune,Rural,Post-Graduate,Online,5,5,511,
2973,48,F,141752,Ahmedabad,rural,Graduate,Online,23,1,543,1
2974,31,,57820,Patna,urban,,Online,50,4,551,7
2975,37,Female,81800,Surat,rural,,,46,7,531,0
2976,35,Female,90942,Pune,,Post-Graduate,Offline,15,15,544,8
2977,46,Male,40661,,Rural,,Online,32,15,406,3
2978,23,Male,103394,Ahmedabad,Urban,,Offline,58,2,561,0
2979,49,,50816,Mumbai,Urban,,Offline,13,1,534,8
2980,46,F,32850,,Rural,,Online,41,2,304,0
2981,60,male,98137,Lucknow,Urban,Non-Graduate,,28,7,493,6
2982,19,Female,85057,Ahmedabad,rural,Post-Graduate,Online,51,3,347,
2983,40,female,59866,Kolkata,urban,Non-Graduate,,33,5,497,0
2984,36,F,46644,,Rural,Graduate,Online,8,1,441,
2985,48,Female,72919,Bangalore,urban,,Online,16,,377,1
2986,68,male,47428,Bhopal,Urban,Post-Graduate,Online,55,,649,1
2987,22,female,125023,Surat,,,,39,,467,0
2988,36,Female,134160,Mumbai,urban,,Online,32,8,374,1
2989,51,M,126898,Kolkata,,Non-Graduate,Offline,16,4,889,3
2990,27,,78491,Unknown,rural,Non-Graduate,,45,,705,2
2991,42,F,53380,Hyderabad,,Graduate,,13,2,712,
2992,19,,92822,,urban,Post-Graduate,Online,20,8,347,1
2993,28,Male,95604,Indore,urban,,Online,58,,537,6
2994,67,Female,95341,Unknown,Rural,Graduate,,19,5,819,4
2995,48,female,23017,,,,Online,11,2,434,2
2996,-5,female,106708,Kolkata,rural,Graduate,Online,27,9,707,5
2997,32,F,29926,Bangalore,Rural,,Online,16,6,895,2
2998,26,F,64508,Ahmedabad,Rural,Non-Graduate,,9,8,363,1
2999,40,,43486,Unknown,rural,,,13,2,432,3
3000,36,female,145799,,Rural,Graduate,,19,5,497,
3001,26,female,115933,Mumbai,rural,Graduate,,30,15,775,
3002,52,female,49511,,Urban,,Online,55,3,826,3
3003,38,Female,145030,Nagpur,Rural,Non-Graduate,Offline,59,8,870,8
3004,26,female,128876,Patna,urban,Graduate,Offline,55,1,389,7
3005,45,Male,134541,Kolkata,Urban,Non-Graduate,Offline,42,9,832,0
3006,63,female,30002,Bangalore,Rural,,,39,6,640,3
3007,68,Male,68586,Patna,rural,,,17,1,820,3
3008,24,Female,88737,,Urban,,,30,3,730,7
3009,33,F,119056,Mumbai,Urban,Post-Graduate,Offline,29,8,663,2
3010,33,Male,149157,Mumbai,urban,Non-Graduate,Offline,,8,724,7
3011,50,Female,84668,,Rural,Post-Graduate,,42,3,867,2
3012,21,female,47048,Delhi,Rural,Post-Graduate,,2,,731,2
3013,21,Female,115666,Unknown,rural,Non-Graduate,,50,8,617,3
3014,56,female,60324,Unknown,Urban,Post-Graduate,Offline,48,6,384,7
3015,57,,147912,Ahmedabad,urban,Graduate,Online,3,7,541,7
3016,34,Female,86877,Ahmedabad,rural,,,20,2,887,2
3017,54,F,99517,Pune,rural,,Online,1,1,834,2
3018,56,Male,94232,Jaipur,urban,Non-Graduate,Online,5,15,533,3
3019,69,,141702,Surat,Rural,,,33,1,401,8
3020,46,F,34525,Patna,urban,,Online,39,3,828,2
3021,69,M,141443,Unknown,Rural,,Online,23,7,313,4
3022,53,female,72634,Hyderabad,,Non-Graduate,Online,18,9,396,6
3023,55,Male,112081,Unknown,Urban,,Offline,4,2,475,0
3024,56,F,114161,Nagpur,urban,Post-Graduate,Online,41,6,305,5
3025,67,Male,81491,Kolkata,rural,Post-Graduate,Offline,33,8,603,
3026,54,M,142416,Patna,Rural,,Online,26,15,787,3
3027,69,male,25565,Delhi,Urban,Post-Graduate,,22,9,544,
3028,52,female,100483,Jaipur,Urban,,,30,,842,3
3029,24,female,142299,Ahmedabad,urban,Graduate,,26,3,316,8
3030,44,Female,115613,Mumbai,rural,,Online,1,5,568,4
3031,45,female,126234,Patna,urban,Graduate,,6,5,540,3
3032,39,female,92053,Chennai,rural,,Offline,17,15,474,4
3033,31,F,34287,Lucknow,,Graduate,,31,8,768,9
3034,24,,97365,Indore,urban,Graduate,,48,1,817,3
3035,54,female,22422,,Rural,Non-Graduate,Online,51,15,309,5
3036,39,female,49060,Mumbai,urban,Non-Graduate,Offline,4,3,869,
3037,22,M,132264,Ahmedabad,urban,,Online,10,6,851,9
3038,200,,61633,Chennai,,Post-Graduate,,-10,6,825,7
3039,19,M,91521,Chennai,,Non-Graduate,Online,48,4,596,2
3040,44,Male,125251,Ahmedabad,urban,Graduate,Online,53,5,676,6
3041,38,Male,33790,Chennai,rural,,Online,39,,642,9
3042,,female,133043,Patna,,Post-Graduate,Offline,34,3,540,6
3043,55,female,45168,Mumbai,,,Offline,22,4,862,3
3044,32,Female,44019,Mumbai,rural,Graduate,,52,,409,5
3045,38,Male,63739,Surat,Urban,Non-Graduate,,22,,871,5
3046,27,F,23668,Pune,,Non-Graduate,Online,7,1,680,0
3047,40,female,96280,Jaipur,,,Offline,39,6,522,6
3048,-5,F,48754,Lucknow,rural,,,37,5,817,5
3049,56,female,75614,Chennai,rural,,Offline,55,5,504,1
3050,22,F,105058,Jaipur,urban,,,15,4,443,4
3051,18,male,24509,Unknown,urban,Post-Graduate,Online,19,9,828,6
3052,30,F,22500,Nagpur,Urban,Non-Graduate,Online,10,15,473,9
3053,38,,137481,Hyderabad,Urban,Non-Graduate,,37,15,778,1
3054,43,Male,138981,Delhi,Urban,,,37,9,309,7
3055,67,female,149282,Chennai,Rural,Graduate,,50,5,458,2
3056,62,Male,95440,,rural,Graduate,,4,7,870,2
3057,38,,46921,Kolkata,,,,46,3,533,0
3058,,,74551,Nagpur,rural,,Online,50,1,433,4
3059,35,F,36683,Delhi,rural,Non-Graduate,Online,41,1,665,7
3060,54,M,97952,Bhopal,Urban,Non-Graduate,Offline,-10,3,452,0
3061,62,M,34833,Lucknow,rural,Non-Graduate,,25,3,722,9
3062,49,,38290,,Rural,Graduate,,28,5,847,7
3063,53,M,120789,Unknown,,,Offline,49,8,461,3
3064,34,female,34003,,Urban,Graduate,,44,6,627,9
3065,52,Female,125763,Lucknow,urban,,Online,18,8,313,4
3066,66,male,143086,Pune,,,Online,48,7,348,6
3067,28,F,91656,Patna,urban,,Online,56,1,642,4
3068,38,Female,61253,,urban,Graduate,,35,,887,3
3069,69,M,99787,Pune,rural,Non-Graduate,Offline,19,8,895,1
3070,200,F,71025,Bhopal,,Graduate,Offline,42,1,871,2
3071,,Female,108022,,Rural,,Online,54,5,643,3
3072,43,Male,113870,,rural,Non-Graduate,Online,53,3,760,8
3073,21,M,91708,Jaipur,urban,Graduate,,20,7,533,
3074,51,Female,42706,,,Non-Graduate,,39,5,738,0
3075,69,female,104008,Pune,rural,,,33,2,584,7
3076,65,Male,142325,Bhopal,,,Online,59,1,626,8
3077,35,M,107231,Jaipur,Urban,,,1,,776,1
3078,57,male,124791,Chennai,Rural,Post-Graduate,,47,6,441,4
3079,52,,62732,Lucknow,Rural,Non-Graduate,Online,1,6,807,6
3080,58,M,96591,Jaipur,Rural,,Offline,56,8,306,9
3081,46,female,52716,Hyderabad,urban,Graduate,,41,9,460,2
3082,69,male,26880,Indore,urban,Graduate,,46,2,321,8
3083,46,male,139409,Chennai,Rural,Post-Graduate,Online,45,5,569,5
3084,55,male,48949,Unknown,,Graduate,,19,5,428,1
3085,59,F,105346,Hyderabad,Urban,,,48,,340,3
3086,38,F,86064,Bhopal,urban,,Online,49,8,840,5
3087,59,,63093,Jaipur,rural,,Offline,9,9,344,3
3088,30,male,103844,Nagpur,rural,Non-Graduate,Online,14,5,435,8
3089,66,,42844,Jaipur,urban,Non-Graduate,,3,5,433,5
3090,58,Male,42360,Chennai,Rural,Graduate,,30,3,734,6
3091,34,male,107941,Indore,,Non-Graduate,,41,6,535,0
3092,-5,Female,147668,Kolkata,Urban,Post-Graduate,,52,7,762,1
3093,26,male,144240,Surat,rural,Non-Graduate,,59,3,359,8
3094,58,F,102782,,urban,Graduate,Online,1,2,596,6
3095,18,F,113328,Nagpur,,Non-Graduate,Online,5,2,313,6
3096,19,Female,63322,Jaipur,Rural,,Online,23,9,494,2
3097,65,Female,40704,Bhopal,Urban,,Online,6,6,439,4
3098,46,M,72646,Indore,Urban,,Online,20,2,406,4
3099,50,Male,68181,Pune,rural,,,46,5,364,7
3100,27,Male,50589,Bangalore,rural,,,42,7,828,3
3101,67,Male,144847,Bangalore,urban,,Online,8,1,821,5
3102,57,female,107972,Bangalore,Urban,Non-Graduate,,-10,15,682,3
3103,38,F,132431,Chennai,Rural,Graduate,Online,31,8,742,7
3104,45,Male,110179,Indore,Rural,Non-Graduate,Online,15,15,449,1
3105,28,M,103562,Surat,urban,Graduate,Online,26,6,661,4
3106,200,M,101229,Delhi,Urban,Graduate,Online,58,1,340,
3107,51,Male,29212,Bhopal,rural,Graduate,Online,33,8,563,2
3108,25,Female,123500,,Rural,Graduate,Online,48,5,670,3
3109,39,M,33850,Bangalore,,,Online,52,7,762,6
3110,25,,59767,,urban,Graduate,,39,,689,3
3111,66,Female,27322,Lucknow,Rural,Non-Graduate,,32,4,651,0
3112,32,,55911,Ahmedabad,,Graduate,,54,2,854,6
3113,34,F,66580,Patna,,,Online,1,8,422,8
3114,40,female,70622,Bhopal,Rural,Non-Graduate,Offline,5,4,692,0
3115,41,M,115923,Mumbai,urban,Post-Graduate,,22,8,639,2
3116,62,Female,25678,Indore,,Non-Graduate,,31,9,853,0
3117,36,,85265,Nagpur,,,,42,15,850,6
3118,22,Male,86918,Unknown,Urban,,Offline,57,4,365,2
3119,49,,41780,,Urban,,Online,53,8,363,0
3120,61,,47506,Kolkata,Urban,Post-Graduate,,5,4,488,7
3121,18,F,62296,Lucknow,,Graduate,Online,8,8,465,8
3122,40,male,117384,,,,,6,1,621,9
3123,54,male,59882,,urban,,Offline,10,2,694,6
3124,25,Male,80510,Kolkata,rural,,,46,,558,2
3125,30,F,62202,Indore,Urban,Graduate,Online,40,3,854,7
3126,25,F,21705,,rural,Non-Graduate,Online,38,2,770,6
3127,40,F,91533,Ahmedabad,Urban,Post-Graduate,Offline,41,,746,2
3128,60,F,107983,Mumbai,Urban,Graduate,Online,47,8,656,6
3129,18,male,60730,Bangalore,urban,Graduate,,16,,643,0
3130,62,Female,129695,,urban,Non-Graduate,,56,15,331,5
3131,68,F,100071,Nagpur,Rural,Non-Graduate,Online,28,9,367,9
3132,41,Female,110016,Hyderabad,Urban,,Offline,56,9,402,1
3133,52,,51051,Bhopal,Urban,Non-Graduate,Online,-10,1,472,4
3134,41,,137282,Mumbai,Urban,Non-Graduate,Online,1,9,712,5
3135,34,F,97665,,urban,Post-Graduate,Online,46,8,363,7
3136,22,M,144559,Nagpur,Urban,Post-Graduate,Online,52,8,473,
3137,37,female,70467,Lucknow,Rural,Post-Graduate,Offline,18,3,814,0
3138,38,M,50785,Indore,,Graduate,,39,8,788,
3139,57,,142827,Unknown,Rural,Post-Graduate,,44,2,391,8
3140,48,female,49402,Delhi,,Post-Graduate,,42,2,511,3
3141,63,M,127063,Chennai,urban,,,47,4,469,7
3142,53,F,22704,,rural,Post-Graduate,Online,54,7,745,7
3143,28,Female,47027,Kolkata,urban,Graduate,,39,4,329,5
3144,69,female,79092,Bhopal,rural,,Offline,37,2,586,4
3145,32,male,25725,Unknown,,Graduate,,11,5,833,0
3146,36,Male,84105,Lucknow,rural,Graduate,,3,8,372,
3147,24,female,139379,Kolkata,,,,29,7,308,
3148,68,female,45223,Hyderabad,rural,,Online,4,7,458,9
3149,45,male,112305,,,,Online,31,9,443,6
3150,68,F,47384,,rural,,,11,5,417,1
3151,60,M,82993,Hyderabad,,Graduate,,30,4,440,5
3152,22,M,117681,Ahmedabad,Rural,,,15,,796,5
3153,22,,118428,Mumbai,Urban,Non-Graduate,,15,15,478,6
3154,47,Female,128033,Indore,Rural,Post-Graduate,,58,9,870,
3155,,F,50027,Mumbai,urban,Post-Graduate,,32,15,427,5
3156,49,male,32767,Pune,rural,Non-Graduate,,29,15,370,6
3157,25,F,107017,Hyderabad,,Graduate,Online,49,15,805,7
3158,27,F,123111,Nagpur,Rural,Graduate,Online,43,1,731,4
3159,55,M,38354,,Rural,Post-Graduate,,28,6,364,9
3160,64,male,68777,Unknown,,,Online,21,15,349,8
3161,49,Male,104682,Bangalore,rural,Non-Graduate,Offline,38,3,729,8
3162,65,female,41901,Unknown,urban,Non-Graduate,Online,39,6,590,9
3163,45,M,144697,Kolkata,urban,Post-Graduate,,11,7,630,3
3164,34,male,69966,,urban,,Online,32,1,765,0
3165,48,Female,88637,Unknown,,,,27,6,330,9
3166,25,female,114263,Pune,Rural,Graduate,Online,24,8,359,2
3167,57,female,119958,Indore,urban,Graduate,Online,37,5,592,
3168,42,M,36515,Bangalore,Rural,Graduate,Online,1,5,324,1
3169,26,,44806,Kolkata,urban,Graduate,Offline,32,7,327,8
3170,19,Female,118698,Nagpur,urban,Non-Graduate,Offline,53,8,576,8
3171,32,M,125623,Lucknow,rural,Non-Graduate,Offline,1,7,352,
3172,67,F,23573,Bhopal,,,Offline,45,3,804,7
3173,20,,61941,Bhopal,rural,Non-Graduate,,56,6,884,1
3174,66,male,125410,Nagpur,Rural,,,34,9,443,8
3175,53,Female,111044,Ahmedabad,Rural,,Online,18,2,542,9
3176,21,female,140313,Patna,,Graduate,Offline,29,9,313,1
3177,31,M,111521,Jaipur,urban,Graduate,,6,3,641,1
3178,58,female,63915,Lucknow,,Non-Graduate,,57,3,809,1
3179,58,Female,73780,Pune,urban,Non-Graduate,,31,,494,0
3180,42,female,25060,Jaipur,Urban,,Online,14,2,329,4
3181,200,M,69094,Chennai,Urban,Post-Graduate,Online,11,3,620,5
3182,67,,149471,Unknown,,Graduate,Offline,5,7,344,8
3183,27,M,76899,Lucknow,Urban,,Online,22,3,414,8
3184,38,Male,75421,Nagpur,Urban,Post-Graduate,,51,1,872,6
3185,53,female,65610,Patna,Rural,Graduate,Offline,13,4,739,7
3186,29,Male,30933,Indore,urban,Graduate,,12,7,356,1
3187,44,,92168,Delhi,Urban,Non-Graduate,Online,41,6,369,8
3188,57,Male,125059,Pune,rural,,Online,4,,375,6
3189,19,female,63898,Unknown,Rural,,Online,38,3,648,1
3190,,Female,108509,Bangalore,urban,Graduate,,4,1,408,
3191,30,F,25589,Bangalore,Rural,,Offline,30,8,696,5
3192,,,31612,Kolkata,rural,,Online,54,2,472,9
3193,49,M,67611,Unknown,urban,Post-Graduate,Offline,1,5,672,1
3194,48,male,38888,Jaipur,,,,-10,3,435,
3195,33,,39417,Unknown,,Non-Graduate,Online,49,4,701,3
3196,49,Male,81323,Mumbai,Rural,Graduate,Offline,31,3,709,6
3197,49,Female,97551,Hyderabad,,Graduate,Offline,49,3,767,2
3198,51,female,65440,Hyderabad,urban,Post-Graduate,Online,42,3,588,
3199,28,Female,143591,,rural,Post-Graduate,,50,,819,
3200,27,Female,55744,Delhi,rural,Non-Graduate,Online,23,15,365,5
3201,32,female,103391,Nagpur,,Non-Graduate,Online,14,15,443,9
3202,34,male,31891,Patna,Urban,,Online,35,8,810,5
3203,57,female,113298,Jaipur,Urban,,Online,17,15,598,3
3204,35,male,92131,Kolkata,Urban,Graduate,Online,,1,438,5
3205,200,female,82093,Bhopal,,,Online,32,2,764,6
3206,26,Male,70294,Bhopal,,Non-Graduate,,56,2,343,9
3207,42,male,131708,Surat,,Post-Graduate,,56,9,369,6
3208,57,Male,48557,Nagpur,urban,,,36,7,683,2
3209,31,,137256,Mumbai,Urban,Post-Graduate,Offline,23,,423,5
3210,42,male,136296,Jaipur,Rural,,Offline,34,7,620,9
3211,67,male,131129,,urban,Post-Graduate,,47,8,422,
3212,39,female,107472,Jaipur,urban,Graduate,,38,2,758,0
3213,69,male,81166,,,,Offline,41,,514,0
3214,47,Male,103817,Delhi,,Post-Graduate,,39,15,504,1
3215,37,,22192,Lucknow,urban,,,-10,1,831,8
3216,38,female,65032,Unknown,,Graduate,,22,6,654,5
3217,61,M,119395,Patna,Urban,Graduate,Offline,42,3,860,7
3218,49,,69851,Delhi,urban,Non-Graduate,Offline,2,2,560,0
3219,68,,138780,Patna,urban,Non-Graduate,,20,3,608,4
3220,63,Male,62861,Bangalore,urban,,Online,14,4,724,4
3221,66,,54946,Nagpur,,Non-Graduate,Offline,38,5,896,8
3222,-5,M,69884,Bangalore,urban,Post-Graduate,Online,37,,348,9
3223,38,Female,66360,Lucknow,Rural,Non-Graduate,Online,37,,537,
3224,52,female,83252,Chennai,Rural,Graduate,,52,4,656,1
3225,49,Female,148651,Surat,Urban,,,12,8,502,6
3226,47,female,117845,Jaipur,urban,Post-Graduate,Online,28,6,498,2
3227,200,,61472,Unknown,urban,Graduate,Online,56,7,623,
3228,56,female,55455,Pune,,Graduate,Online,8,4,578,3
3229,66,Male,48672,Chennai,rural,,,29,7,325,9
3230,29,M,23756,Nagpur,rural,Non-Graduate,Online,21,5,877,7
3231,58,female,124365,Surat,urban,Post-Graduate,Offline,39,15,699,3
3232,64,M,126927,Nagpur,Urban,,,48,2,781,
3233,35,female,108454,Chennai,Rural,,,18,9,834,0
3234,38,M,140073,Bhopal,urban,,Offline,48,2,866,5
3235,30,Female,90030,Lucknow,urban,,,19,2,658,6
3236,38,Male,78151,Pune,Urban,Post-Graduate,,10,3,472,6
3237,25,female,54047,Ahmedabad,Urban,Graduate,Offline,9,4,895,9
3238,63,F,92074,Lucknow,rural,,,23,7,635,1
3239,57,M,82391,Indore,urban,Non-Graduate,Online,30,5,566,2
3240,63,M,22221,Surat,urban,Graduate,Online,22,7,522,0
3241,24,F,25164,Surat,,,,59,1,515,7
3242,40,Male,53622,Delhi,Rural,Non-Graduate,Online,55,4,869,0
3243,61,M,55980,,,Post-Graduate,Online,29,2,709,4
3244,49,Male,71738,Nagpur,,Post-Graduate,Online,6,6,621,6
3245,28,M,139528,Bangalore,Rural,,Online,50,2,612,9
3246,39,,104688,Bangalore,urban,Post-Graduate,Online,-10,4,378,9
3247,39,male,99921,Bangalore,rural,,Online,35,5,545,4
3248,60,,43612,Bangalore,Rural,,Online,14,8,400,7
3249,42,M,98066,Unknown,Urban,,Offline,5,5,833,3
3250,39,male,88876,Chennai,urban,,Online,46,2,476,3
3251,45,female,139947,Surat,Rural,Post-Graduate,Online,18,,623,4
3252,46,Male,80572,Bangalore,Rural,Non-Graduate,,35,8,561,5
3253,30,M,108660,Mumbai,Rural,,Online,30,8,321,9
3254,35,Female,128115,Lucknow,rural,Non-Graduate,Online,7,,849,2
3255,19,Female,53043,Patna,,Non-Graduate,Online,34,1,322,1
3256,46,F,141886,Jaipur,,Non-Graduate,Online,38,9,363,0
3257,38,Female,97831,Delhi,Rural,Non-Graduate,Offline,42,8,644,1
3258,32,male,105783,Lucknow,Rural,,,53,1,804,1
3259,69,Female,86250,Bhopal,,Graduate,Offline,19,9,494,9
3260,44,Female,58822,Bangalore,rural,Post-Graduate,,45,15,319,7
3261,67,Female,79424,Mumbai,urban,Graduate,Online,56,9,551,2
3262,48,M,86345,Nagpur,,Graduate,,54,8,831,6
3263,32,F,72878,Patna,Rural,,,11,15,497,6
3264,68,Male,84963,Kolkata,rural,Graduate,Online,41,,759,4
3265,40,F,115680,Delhi,rural,Graduate,,17,7,510,1
3266,41,male,131519,Indore,Rural,,Offline,11,6,800,5
3267,61,M,105898,,Urban,Non-Graduate,Online,45,5,411,8
3268,30,female,127357,Surat,rural,Graduate,,28,6,836,1
3269,39,M,20036,Nagpur,,Graduate,,3,1,540,1
3270,60,,52402,Kolkata,Urban,,Offline,10,1,698,2
3271,54,Female,110034,Jaipur,urban,Post-Graduate,,24,9,788,7
3272,50,Female,113923,Hyderabad,,,,33,6,406,8
3273,-5,male,30273,Chennai,Rural,Post-Graduate,Online,59,3,787,0
3274,20,female,45030,Lucknow,Urban,Post-Graduate,,59,9,784,7
3275,,,147419,Bangalore,,Post-Graduate,,56,3,634,4
3276,36,M,72460,Mumbai,rural,,Offline,59,9,821,1
3277,40,female,130803,Chennai,Rural,,,26,5,866,9
3278,46,Male,96939,Ahmedabad,Urban,Non-Graduate,,5,1,899,9
3279,47,F,100573,Nagpur,rural,Post-Graduate,Offline,24,15,806,6
3280,56,M,39039,Indore,Rural,,Online,44,5,752,1
3281,61,female,34017,Patna,Rural,,,26,,843,8
3282,64,Male,102901,Chennai,Urban,Graduate,Offline,7,2,645,5
3283,42,Male,133000,Ahmedabad,Urban,Post-Graduate,Online,12,2,859,7
3284,54,,59215,Delhi,Urban,,,57,1,582,0
3285,64,,32583,,,Graduate,Offline,39,,375,9
3286,25,F,52919,Bhopal,Rural,,Offline,44,4,331,5
3287,59,Male,67025,Bhopal,urban,,,36,4,591,6
3288,33,male,64254,Surat,rural,,Offline,17,5,407,5
3289,25,Male,66275,Kolkata,Urban,,Online,16,4,477,2
3290,18,female,77943,Surat,Rural,,Online,31,2,445,1
3291,61,,29514,Kolkata,rural,Non-Graduate,Online,18,5,594,7
3292,22,male,58416,Jaipur,urban,Non-Graduate,,32,8,637,3
3293,20,,21511,Surat,rural,Post-Graduate,Online,2,6,603,8
3294,18,,38642,,urban,,,49,5,730,3
3295,21,,102151,,Urban,Post-Graduate,,10,7,453,8
3296,57,Male,117125,Patna,,,Offline,48,1,554,1
3297,52,Female,71894,Unknown,urban,Post-Graduate,Offline,-10,6,417,5
3298,49,Male,44225,,Urban,Non-Graduate,Online,39,2,404,2
3299,59,,40846,Chennai,rural,Non-Graduate,Offline,14,5,800,5
3300,51,male,49152,Bhopal,rural,Non-Graduate,Offline,52,,899,4
3301,60,Male,126053,Chennai,rural,Post-Graduate,,47,4,573,6
3302,42,,86107,Bangalore,,,Online,10,7,321,5
3303,27,,70354,Nagpur,Rural,Graduate,Offline,55,9,790,2
3304,38,Male,144387,Bangalore,urban,Non-Graduate,,28,9,672,2
3305,63,Male,46188,Nagpur,Rural,Post-Graduate,Online,24,,490,6
3306,56,male,80910,Mumbai,rural,Graduate,Offline,54,1,349,3
3307,44,Male,130536,Bangalore,,Non-Graduate,Online,40,7,885,6
3308,44,F,62530,Ahmedabad,Urban,Non-Graduate,Online,34,7,454,1
3309,19,female,98753,Surat,,,Online,,5,314,4
3310,58,F,61999,Hyderabad,Rural,Non-Graduate,,49,8,804,0
3311,65,male,26609,Jaipur,rural,Graduate,Online,41,,898,8
3312,30,Female,78769,Unknown,urban,Graduate,Offline,9,4,512,4
3313,26,F,67397,Lucknow,,,Offline,47,15,810,9
3314,69,,130577,Pune,Rural,Graduate,Online,29,1,376,3
3315,53,female,69322,Patna,Rural,Post-Graduate,Online,45,4,459,9
3316,39,M,25151,Delhi,Urban,Post-Graduate,,41,15,895,0
3317,59,female,26406,Kolkata,urban,Non-Graduate,Online,36,2,752,3
3318,43,F,82678,Indore,Rural,,Online,9,3,532,7
3319,,M,67062,Ahmedabad,urban,Non-Graduate,,41,4,800,6
3320,29,male,100429,Unknown,rural,,Offline,47,7,715,8
3321,34,female,52956,Pune,,,Online,11,9,420,0
3322,31,Female,131377,Lucknow,Rural,,,21,4,608,1
3323,31,M,73830,Delhi,rural,,,13,2,660,9
3324,51,M,92681,Bangalore,Urban,,Online,49,,647,7
3325,,female,124231,Ahmedabad,urban,Non-Graduate,Offline,24,,375,9
3326,37,F,118903,,rural,Post-Graduate,Online,1,4,517,0
3327,28,M,33133,Lucknow,urban,,Online,35,8,764,1
3328,33,male,32209,Indore,urban,Non-Graduate,Online,35,15,489,
3329,68,female,129828,,Rural,,Offline,-10,2,389,6
